1,1763358300,73,38,1,34:6f:92:01:79:84,0,0,0,0,39000,19500,1000,1000,1000,-780,-760,-770,4294966874,20,41,0,6998,2465
1,1763362800,76,1,1,34:6f:92:01:79:77,0,0,0,0,0,0,1000,1000,1000,-850,-850,-850,4294967118,10,64,7,1197,1668
1,1763362800,76,1,1,34:6f:92:01:79:84,0,0,0,0,58500,22100,1000,1000,1000,-790,-780,-781,4294967124,17,37,1,5568,2275
1,1763363700,75,5,1,34:6f:92:01:79:77,0,0,0,0,0,0,1000,1000,1000,-830,-830,-830,4294967289,3,62,3,560,463
1,1763369100,69,8,1,34:6f:92:01:79:77,0,0,0,0,65000,44687,1000,1000,1000,-840,-820,-833,4294967144,28,199,26,2585,3763
1,1763369100,69,8,1,34:6f:92:01:79:84,0,0,0,19500,52000,20191,1000,19500,4404,-780,-770,-775,4294967109,22,36,0,7210,2746
1,1763379900,69,46,1,34:6f:92:01:79:84,0,0,0,0,0,0,13000,13000,13000,-800,-800,-800,4294966805,2,8,1,344,320
1,1763382600,69,55,1,34:6f:92:01:79:77,0,0,0,0,13000,3390,1000,1000,1000,-850,-830,-834,4294967236,30,450,52,9714,3498
1,1763384400,70,31,1,34:6f:92:01:79:77,0,0,0,0,65000,8661,1000,1000,1000,-840,-810,-829,4294967245,26,287,30,7267,3323
1,1763386200,70,24,1,34:6f:92:01:79:77,0,0,0,0,65000,7520,1000,1000,1000,-850,-840,-845,4294967271,22,236,22,7287,2863
1,1763390700,71,21,1,34:6f:92:01:79:84,0,0,0,0,19500,18055,1000,5500,1166,-790,-780,-787,4294966865,22,118,10,7870,2878
1,1763394300,71,67,1,34:6f:92:01:79:77,0,0,0,0,65000,4335,1000,1000,1000,-850,-830,-844,4294967235,52,530,60,12798,6175
1,1763399700,73,1,1,34:6f:92:01:79:84,0,0,0,0,39000,12350,1000,6500,1137,-780,-770,-775,4294967108,26,62,0,7912,3117
1,1763401500,72,28,1,34:6f:92:01:79:84,0,0,0,0,26000,11112,0,6500,1145,-790,0,-756,4294967266,25,34,0,8535,3212
1,1763406000,70,1,1,34:6f:92:01:18:69,0,0,0,0,0,0,19500,19500,19500,-750,-750,-750,4294967293,4,1,0,495,572
1,1763406900,71,1,1,34:6f:92:01:18:69,0,0,0,0,0,0,0,0,0,0,0,0,4294967293,1,0,0,0,143
1,1763406900,71,1,1,34:6f:92:01:79:77,0,0,0,0,0,0,0,1000,888,-860,0,-751,4294967040,6,54,6,1156,926
1,1763408700,72,1,1,34:6f:92:01:79:84,0,0,0,0,26000,12690,1000,13000,1277,-800,-770,-777,4294967152,32,71,0,9253,3753
1,1763411400,76,1,1,34:6f:92:01:79:84,0,0,0,0,0,0,1000,1000,1000,-790,-790,-790,4294967182,6,5,0,990,858
1,1763415000,76,2,1,34:6f:92:01:79:77,0,0,0,0,52000,26000,0,1000,500,-830,0,-415,4294967159,9,54,6,575,850
1,1763415000,76,2,1,34:6f:92:01:79:84,0,0,0,0,52000,14547,1000,1000,1000,-790,-770,-780,4294967245,18,39,0,5824,2329
1,1763419500,72,28,1,34:6f:92:01:79:77,0,0,0,2000,65000,6750,1000,1000,1000,-850,-820,-833,4294967147,24,273,28,6531,2991
1,1763426700,70,36,1,34:6f:92:01:79:77,0,0,0,0,13000,5555,1000,1000,1000,-840,-830,-839,4294967287,22,140,16,6580,2758
1,1763428500,70,1,1,34:6f:92:01:18:69,0,0,0,0,0,0,19500,19500,19500,-780,-780,-780,4294967293,3,0,0,495,429
1,1763430300,71,1,1,34:6f:92:01:18:69,0,0,0,0,0,0,19500,19500,19500,-750,-750,-750,4294967293,4,3,0,495,572
1,1763430300,71,1,1,34:6f:92:01:79:77,0,0,0,0,6500,4653,1000,1000,1000,-840,-830,-830,4294967166,22,274,28,7946,2824
1,1763433000,73,1,1,34:6f:92:01:18:69,0,0,0,0,0,0,6500,6500,6500,-770,-770,-770,4294967292,2,0,0,330,286
1,1763433000,73,1,1,34:6f:92:01:79:84,0,0,0,0,52000,8894,0,1000,947,-780,0,-738,4294966991,20,58,3,7529,2630
1,1763433900,72,6,1,34:6f:92:01:79:77,0,0,0,0,0,0,1000,1000,1000,-830,-830,-830,4294967089,3,70,10,416,463
1,1763437500,74,1,1,34:6f:92:01:79:77,0,0,0,2000,26000,5916,1000,1000,1000,-840,-820,-838,4294967220,21,187,18,6395,2608
1,1763437500,74,1,1,34:6f:92:01:79:84,0,0,0,0,6500,5312,1000,1000,1000,-800,-780,-792,4294967069,21,57,3,8863,2630
1,1763440200,73,1,1,34:6f:92:01:79:84,0,0,0,0,13000,5434,1000,6500,1144,-800,-770,-784,4294967222,25,72,4,7090,2986
1,1763441100,72,19,1,34:6f:92:01:79:77,0,0,0,2000,19500,3105,1000,5500,1236,-840,-830,-831,4294967158,20,175,14,6755,2563
